user_name,exposure_group,prev_time,curr_time,transition,env_type,env_risk_ratio,next_state,time_fe,n_posts,n_total_interactions,active_days,z_n_total_interactions,z_active_days,z_n_posts
NOSTUPID3,wemedia_only,2023-02-13 15:27:00,2023-02-13 21:20:00,H->M,norisk,0.5,M,2023Q1,3,19,2,-0.07884440401071828,-1.1645304143632966,-1.0260120687393575
NOSTUPID3,wemedia_only,2023-02-13 21:20:00,2023-02-14 19:58:00,M->M,norisk,0.5,M,2023Q1,3,19,2,-0.07884440401071828,-1.1645304143632966,-1.0260120687393575
_阿阿阿阿阿晶er,wemedia_only,2023-01-03 12:58:00,2023-01-11 01:25:00,L->L,risk,1.0,L,2023Q1,2,2,2,-0.7105239550180438,-1.1645304143632966,-1.0836258208881524
baby-unicorn,dual,2022-12-01 14:55:00,2023-02-06 18:47:00,M->M,norisk,0.0,M,2023Q1,2,28,2,0.25557418181668934,-1.1645304143632966,-1.0836258208881524
loskyyyyloccyy,wemedia_only,2023-01-15 14:37:00,2023-01-15 18:41:00,M->M,norisk,0.5,M,2023Q1,3,4,2,-0.6362087137230643,-1.1645304143632966,-1.0260120687393575
loskyyyyloccyy,wemedia_only,2023-01-15 18:41:00,2023-01-16 14:57:00,M->M,norisk,0.5,M,2023Q1,3,4,2,-0.6362087137230643,-1.1645304143632966,-1.0260120687393575
lrine伊琳,wemedia_only,2022-12-29 13:46:00,2023-01-06 00:48:00,L->L,risk,1.0,L,2023Q1,2,2,2,-0.7105239550180438,-1.1645304143632966,-1.0836258208881524
不吃糖不吃糖就是不吃糖,wemedia_only,2023-02-08 10:18:00,2023-02-12 13:14:00,M->M,risk,1.0,M,2023Q1,2,16,2,-0.1903172659531875,-1.1645304143632966,-1.0836258208881524
且慢明朝,wemedia_only,2022-10-14 10:33:00,2022-10-14 10:38:00,H->H,norisk,0.5,H,2022Q4,3,1,2,-0.7476815756655335,-1.1645304143632966,-1.0260120687393575
且慢明朝,wemedia_only,2022-10-14 10:38:00,2022-12-01 16:12:00,H->M,norisk,0.5,M,2022Q4,3,1,2,-0.7476815756655335,-1.1645304143632966,-1.0260120687393575
中医范圣华,wemedia_only,2023-01-07 11:59:00,2023-01-15 12:09:00,M->M,risk,1.0,M,2023Q1,14,6,14,-0.5618934724280849,0.006798759716883247,-0.3922607951026151
中医范圣华,wemedia_only,2023-01-15 12:09:00,2023-01-16 08:30:00,M->M,risk,1.0,M,2023Q1,14,6,14,-0.5618934724280849,0.006798759716883247,-0.3922607951026151
中医范圣华,wemedia_only,2023-01-16 08:30:00,2023-01-17 08:30:00,M->M,risk,1.0,M,2023Q1,14,6,14,-0.5618934724280849,0.006798759716883247,-0.3922607951026151
中医范圣华,wemedia_only,2023-01-17 08:30:00,2023-01-18 08:30:00,M->M,risk,1.0,M,2023Q1,14,6,14,-0.5618934724280849,0.006798759716883247,-0.3922607951026151
中医范圣华,wemedia_only,2023-01-18 08:30:00,2023-01-19 08:30:00,M->M,risk,1.0,M,2023Q1,14,6,14,-0.5618934724280849,0.006798759716883247,-0.3922607951026151
中医范圣华,wemedia_only,2023-01-19 08:30:00,2023-01-20 08:30:00,M->M,norisk,0.0,M,2023Q1,14,6,14,-0.5618934724280849,0.006798759716883247,-0.3922607951026151
中医范圣华,wemedia_only,2023-01-20 08:30:00,2023-01-21 12:18:00,M->M,risk,1.0,M,2023Q1,14,6,14,-0.5618934724280849,0.006798759716883247,-0.3922607951026151
中医范圣华,wemedia_only,2023-01-21 12:18:00,2023-01-22 12:30:00,M->M,norisk,0.0,M,2023Q1,14,6,14,-0.5618934724280849,0.006798759716883247,-0.3922607951026151
中医范圣华,wemedia_only,2023-01-22 12:30:00,2023-02-20 14:59:00,M->M,risk,1.0,M,2023Q1,14,6,14,-0.5618934724280849,0.006798759716883247,-0.3922607951026151
中医范圣华,wemedia_only,2023-02-20 14:59:00,2023-02-22 08:45:00,M->M,risk,1.0,M,2023Q1,14,6,14,-0.5618934724280849,0.006798759716883247,-0.3922607951026151
中医范圣华,wemedia_only,2023-02-22 08:45:00,2023-02-24 07:54:00,M->M,norisk,0.0,M,2023Q1,14,6,14,-0.5618934724280849,0.006798759716883247,-0.3922607951026151
中医范圣华,wemedia_only,2023-02-24 07:54:00,2023-02-25 07:54:00,M->M,norisk,0.0,M,2023Q1,14,6,14,-0.5618934724280849,0.006798759716883247,-0.3922607951026151
中医范圣华,wemedia_only,2023-02-25 07:54:00,2023-02-28 08:31:00,M->M,norisk,0.0,M,2023Q1,14,6,14,-0.5618934724280849,0.006798759716883247,-0.3922607951026151
中西医结合医学微博,dual,2023-02-02 14:04:00,2023-02-03 07:19:00,M->M,risk,1.0,M,2023Q1,8,21,6,-0.0045291627157388135,-0.77408735633657,-0.7379433079953837
中西医结合医学微博,dual,2023-02-03 07:19:00,2023-02-03 16:24:00,M->M,risk,1.0,M,2023Q1,8,21,6,-0.0045291627157388135,-0.77408735633657,-0.7379433079953837
中西医结合医学微博,dual,2023-02-03 16:24:00,2023-02-04 05:42:00,M->M,risk,1.0,M,2023Q1,8,21,6,-0.0045291627157388135,-0.77408735633657,-0.7379433079953837
中西医结合医学微博,dual,2023-02-04 05:42:00,2023-02-07 10:44:00,M->M,risk,1.0,M,2023Q1,8,21,6,-0.0045291627157388135,-0.77408735633657,-0.7379433079953837
中西医结合医学微博,dual,2023-02-07 10:44:00,2023-02-08 10:23:00,M->M,risk,1.0,M,2023Q1,8,21,6,-0.0045291627157388135,-0.77408735633657,-0.7379433079953837
中西医结合医学微博,dual,2023-02-08 10:23:00,2023-02-08 10:27:00,M->M,risk,1.0,M,2023Q1,8,21,6,-0.0045291627157388135,-0.77408735633657,-0.7379433079953837
临沧政法,mainstream_only,2022-12-01 14:47:00,2023-01-03 10:43:00,M->M,norisk,0.0,M,2023Q1,3,4,2,-0.6362087137230643,-1.1645304143632966,-1.0260120687393575
临沧政法,mainstream_only,2023-01-03 10:43:00,2023-01-03 10:48:51,M->M,norisk,0.0,M,2023Q1,3,4,2,-0.6362087137230643,-1.1645304143632966,-1.0260120687393575
乌兰浩特政法,mainstream_only,2022-10-14 13:15:00,2022-10-14 13:15:26,M->M,risk,0.9166666666666666,M,2022Q4,10,8,8,-0.4875782311331054,-0.5788658273232067,-0.6227158036977941
乌兰浩特政法,mainstream_only,2022-10-14 13:15:26,2022-11-29 20:35:46,M->M,risk,0.9166666666666666,M,2022Q4,10,8,8,-0.4875782311331054,-0.5788658273232067,-0.6227158036977941
乌兰浩特政法,mainstream_only,2023-01-02 16:04:45,2023-01-03 09:58:48,M->M,risk,1.0,M,2023Q1,10,8,8,-0.4875782311331054,-0.5788658273232067,-0.6227158036977941
云南政法,mainstream_only,2022-10-14 10:11:00,2022-10-14 10:11:26,M->M,risk,0.8333333333333333,M,2022Q4,23,3,17,-0.673366334370554,0.2996310532369282,0.1262629742365379
云南政法,mainstream_only,2022-10-14 10:11:26,2022-11-29 21:39:31,M->M,risk,0.8333333333333333,M,2022Q4,23,3,17,-0.673366334370554,0.2996310532369282,0.1262629742365379
云南政法,mainstream_only,2022-12-07 14:42:22,2022-12-11 09:54:53,M->M,norisk,0.0,M,2022Q4,23,3,17,-0.673366334370554,0.2996310532369282,0.1262629742365379
云南政法,mainstream_only,2022-12-15 19:23:20,2022-12-18 17:00:06,M->M,norisk,0.0,M,2022Q4,23,3,17,-0.673366334370554,0.2996310532369282,0.1262629742365379
云南政法,mainstream_only,2023-01-02 08:32:56,2023-01-02 14:42:31,M->M,risk,1.0,M,2023Q1,23,3,17,-0.673366334370554,0.2996310532369282,0.1262629742365379
云南政法,mainstream_only,2023-01-02 14:42:31,2023-01-03 10:37:35,M->M,risk,1.0,M,2023Q1,23,3,17,-0.673366334370554,0.2996310532369282,0.1262629742365379
云南政法,mainstream_only,2023-02-26 14:08:00,2023-02-26 16:15:00,M->M,norisk,0.0,M,2023Q1,23,3,17,-0.673366334370554,0.2996310532369282,0.1262629742365379
人民日报健康客户端,mainstream_only,2023-02-02 19:03:00,2023-02-04 17:19:00,M->M,norisk,0.0,M,2023Q1,14,1,13,-0.7476815756655335,-0.09081200478979841,-0.3922607951026151
人民日报健康客户端,mainstream_only,2023-02-04 17:19:00,2023-02-05 11:39:00,M->M,norisk,0.0,M,2023Q1,14,1,13,-0.7476815756655335,-0.09081200478979841,-0.3922607951026151
人民日报健康客户端,mainstream_only,2023-02-05 11:39:00,2023-02-09 15:55:00,M->M,norisk,0.0,M,2023Q1,14,1,13,-0.7476815756655335,-0.09081200478979841,-0.3922607951026151
人民日报健康客户端,mainstream_only,2023-02-09 15:55:00,2023-02-13 09:46:00,M->M,norisk,0.0,M,2023Q1,14,1,13,-0.7476815756655335,-0.09081200478979841,-0.3922607951026151
人民日报健康客户端,mainstream_only,2023-02-13 09:46:00,2023-02-15 10:30:00,M->M,norisk,0.0,M,2023Q1,14,1,13,-0.7476815756655335,-0.09081200478979841,-0.3922607951026151
人民日报健康客户端,mainstream_only,2023-02-15 10:30:00,2023-02-16 12:58:00,M->M,norisk,0.0,M,2023Q1,14,1,13,-0.7476815756655335,-0.09081200478979841,-0.3922607951026151
人民日报健康客户端,mainstream_only,2023-02-16 12:58:00,2023-02-18 21:10:00,M->M,norisk,0.0,M,2023Q1,14,1,13,-0.7476815756655335,-0.09081200478979841,-0.3922607951026151
人民日报健康客户端,mainstream_only,2023-02-18 21:10:00,2023-02-20 10:48:00,M->M,risk,1.0,M,2023Q1,14,1,13,-0.7476815756655335,-0.09081200478979841,-0.3922607951026151
人民日报健康客户端,mainstream_only,2023-02-20 10:48:00,2023-02-21 16:59:00,M->M,norisk,0.0,M,2023Q1,14,1,13,-0.7476815756655335,-0.09081200478979841,-0.3922607951026151
人民日报健康客户端,mainstream_only,2023-02-21 16:59:00,2023-02-21 18:16:00,M->M,risk,1.0,M,2023Q1,14,1,13,-0.7476815756655335,-0.09081200478979841,-0.3922607951026151
人民日报健康客户端,mainstream_only,2023-02-21 18:16:00,2023-02-22 13:24:00,M->M,risk,1.0,M,2023Q1,14,1,13,-0.7476815756655335,-0.09081200478979841,-0.3922607951026151
人民日报健康客户端,mainstream_only,2023-02-22 13:24:00,2023-02-26 22:22:00,M->M,norisk,0.0,M,2023Q1,14,1,13,-0.7476815756655335,-0.09081200478979841,-0.3922607951026151
人民日报健康客户端,mainstream_only,2023-02-26 22:22:00,2023-02-28 09:52:00,M->M,norisk,0.0,M,2023Q1,14,1,13,-0.7476815756655335,-0.09081200478979841,-0.3922607951026151
倪佩婕PeggyNie,wemedia_only,2022-12-01 16:03:00,2023-02-01 06:02:00,M->L,norisk,0.0,L,2023Q1,6,2,6,-0.7105239550180438,-0.77408735633657,-0.8531708122929732
倪佩婕PeggyNie,wemedia_only,2023-02-01 06:02:00,2023-02-06 10:17:00,L->M,risk,1.0,M,2023Q1,6,2,6,-0.7105239550180438,-0.77408735633657,-0.8531708122929732
倪佩婕PeggyNie,wemedia_only,2023-02-06 10:17:00,2023-02-18 12:50:00,M->M,norisk,0.0,M,2023Q1,6,2,6,-0.7105239550180438,-0.77408735633657,-0.8531708122929732
倪佩婕PeggyNie,wemedia_only,2023-02-18 12:50:00,2023-02-24 10:36:00,M->L,norisk,0.0,L,2023Q1,6,2,6,-0.7105239550180438,-0.77408735633657,-0.8531708122929732
倪佩婕PeggyNie,wemedia_only,2023-02-24 10:36:00,2023-02-26 06:00:00,L->M,norisk,0.0,M,2023Q1,6,2,6,-0.7105239550180438,-0.77408735633657,-0.8531708122929732
全南发布,mainstream_only,2022-12-01 12:55:00,2022-12-01 12:55:57,M->M,norisk,0.3333333333333333,M,2022Q4,13,1,9,-0.7476815756655335,-0.481255062816525,-0.44987454725140985
全南发布,mainstream_only,2022-12-01 12:55:57,2022-12-01 17:59:45,M->M,norisk,0.3333333333333333,M,2022Q4,13,1,9,-0.7476815756655335,-0.481255062816525,-0.44987454725140985
全南发布,mainstream_only,2022-12-01 17:59:45,2022-12-09 15:12:00,M->M,norisk,0.3333333333333333,M,2022Q4,13,1,9,-0.7476815756655335,-0.481255062816525,-0.44987454725140985
全南发布,mainstream_only,2022-12-09 15:12:00,2022-12-10 22:34:10,M->M,norisk,0.0,M,2022Q4,13,1,9,-0.7476815756655335,-0.481255062816525,-0.44987454725140985
全南发布,mainstream_only,2022-12-10 22:34:10,2022-12-10 22:44:36,M->M,norisk,0.5,M,2022Q4,13,1,9,-0.7476815756655335,-0.481255062816525,-0.44987454725140985
全南发布,mainstream_only,2022-12-10 22:44:36,2022-12-11 09:52:25,M->M,norisk,0.5,M,2022Q4,13,1,9,-0.7476815756655335,-0.481255062816525,-0.44987454725140985
全南发布,mainstream_only,2022-12-11 09:52:25,2022-12-12 21:27:31,M->M,norisk,0.0,M,2022Q4,13,1,9,-0.7476815756655335,-0.481255062816525,-0.44987454725140985
全南发布,mainstream_only,2022-12-12 21:27:31,2022-12-15 18:38:31,M->M,norisk,0.0,M,2022Q4,13,1,9,-0.7476815756655335,-0.481255062816525,-0.44987454725140985
全南发布,mainstream_only,2022-12-15 18:38:31,2022-12-26 20:38:38,M->M,norisk,0.0,M,2022Q4,13,1,9,-0.7476815756655335,-0.481255062816525,-0.44987454725140985
全南发布,mainstream_only,2022-12-26 20:38:38,2022-12-26 20:40:28,M->M,norisk,0.5,M,2022Q4,13,1,9,-0.7476815756655335,-0.481255062816525,-0.44987454725140985
全南发布,mainstream_only,2022-12-26 20:40:28,2023-01-03 22:39:51,M->M,norisk,0.5,M,2023Q1,13,1,9,-0.7476815756655335,-0.481255062816525,-0.44987454725140985
全南发布,mainstream_only,2023-01-03 22:39:51,2023-02-09 17:00:00,M->M,risk,1.0,M,2023Q1,13,1,9,-0.7476815756655335,-0.481255062816525,-0.44987454725140985
全民wisdom,dual,2022-12-01 19:48:00,2022-12-30 15:54:00,H->H,norisk,0.0,H,2022Q4,2,11,2,-0.3761053691906362,-1.1645304143632966,-1.0836258208881524
六叔咨询,wemedia_only,2023-02-02 08:53:00,2023-02-03 12:17:00,M->M,risk,1.0,M,2023Q1,8,3,7,-0.673366334370554,-0.6764765918298883,-0.7379433079953837
六叔咨询,wemedia_only,2023-02-04 09:55:00,2023-02-08 11:14:00,H->H,risk,1.0,H,2023Q1,8,3,7,-0.673366334370554,-0.6764765918298883,-0.7379433079953837
六叔咨询,wemedia_only,2023-02-08 11:14:00,2023-02-08 11:23:00,H->M,risk,1.0,M,2023Q1,8,3,7,-0.673366334370554,-0.6764765918298883,-0.7379433079953837
六叔咨询,wemedia_only,2023-02-08 11:23:00,2023-02-17 17:12:00,M->M,risk,1.0,M,2023Q1,8,3,7,-0.673366334370554,-0.6764765918298883,-0.7379433079953837
六叔咨询,wemedia_only,2023-02-17 17:12:00,2023-02-19 11:07:00,M->H,risk,0.6666666666666666,H,2023Q1,8,3,7,-0.673366334370554,-0.6764765918298883,-0.7379433079953837
内分泌顾锋,wemedia_only,2023-02-09 18:28:00,2023-02-09 18:29:00,M->M,risk,1.0,M,2023Q1,2,2,1,-0.7105239550180438,-1.2621411788699781,-1.0836258208881524
北方新报,mainstream_only,2022-10-14 09:15:00,2022-10-14 09:15:49,M->M,norisk,0.0,M,2022Q4,12,5,8,-0.5990510930755746,-0.5788658273232067,-0.5074882994002046
北方新报,mainstream_only,2022-10-14 09:15:49,2022-10-14 10:31:00,M->M,norisk,0.0,M,2022Q4,12,5,8,-0.5990510930755746,-0.5788658273232067,-0.5074882994002046
北方新报,mainstream_only,2022-10-14 10:31:00,2022-11-10 18:17:33,M->M,norisk,0.0,M,2022Q4,12,5,8,-0.5990510930755746,-0.5788658273232067,-0.5074882994002046
北方新报,mainstream_only,2022-11-10 18:17:33,2022-12-11 08:14:53,M->M,norisk,0.0,M,2022Q4,12,5,8,-0.5990510930755746,-0.5788658273232067,-0.5074882994002046
北方新报,mainstream_only,2022-12-11 08:14:53,2022-12-11 16:26:46,M->M,norisk,0.0,M,2022Q4,12,5,8,-0.5990510930755746,-0.5788658273232067,-0.5074882994002046
北方新报,mainstream_only,2022-12-11 16:26:46,2022-12-11 16:27:02,M->M,norisk,0.0,M,2022Q4,12,5,8,-0.5990510930755746,-0.5788658273232067,-0.5074882994002046
北方新报,mainstream_only,2022-12-11 16:27:02,2022-12-26 10:17:08,M->M,norisk,0.0,M,2022Q4,12,5,8,-0.5990510930755746,-0.5788658273232067,-0.5074882994002046
北方新报,mainstream_only,2022-12-26 10:17:08,2022-12-27 07:43:48,M->M,norisk,0.0,M,2022Q4,12,5,8,-0.5990510930755746,-0.5788658273232067,-0.5074882994002046
启贺,wemedia_only,2022-12-01 12:56:00,2022-12-02 10:40:00,M->M,norisk,0.0,M,2022Q4,2,4,2,-0.6362087137230643,-1.1645304143632966,-1.0836258208881524
周至法院,mainstream_only,2022-10-14 08:35:00,2022-10-14 11:15:00,M->M,risk,0.6666666666666666,M,2022Q4,3,3,2,-0.673366334370554,-1.1645304143632966,-1.0260120687393575
周至法院,mainstream_only,2022-10-14 11:15:00,2022-12-16 09:41:00,M->M,risk,0.6666666666666666,M,2022Q4,3,3,2,-0.673366334370554,-1.1645304143632966,-1.0260120687393575
呼吸科大夫胡洋,mainstream_only,2023-02-02 16:19:00,2023-02-02 22:45:00,M->M,norisk,0.0,M,2023Q1,16,2,11,-0.7105239550180438,-0.2860335338031617,-0.27703329080502553
呼吸科大夫胡洋,mainstream_only,2023-02-02 22:45:00,2023-02-03 07:36:00,M->H,norisk,0.0,H,2023Q1,16,2,11,-0.7105239550180438,-0.2860335338031617,-0.27703329080502553
呼吸科大夫胡洋,mainstream_only,2023-02-04 07:25:00,2023-02-04 23:03:00,M->M,norisk,0.0,M,2023Q1,16,2,11,-0.7105239550180438,-0.2860335338031617,-0.27703329080502553
呼吸科大夫胡洋,mainstream_only,2023-02-04 23:03:00,2023-02-05 21:07:00,M->M,norisk,0.0,M,2023Q1,16,2,11,-0.7105239550180438,-0.2860335338031617,-0.27703329080502553
呼吸科大夫胡洋,mainstream_only,2023-02-05 21:07:00,2023-02-05 21:38:00,M->M,norisk,0.0,M,2023Q1,16,2,11,-0.7105239550180438,-0.2860335338031617,-0.27703329080502553
呼吸科大夫胡洋,mainstream_only,2023-02-05 21:38:00,2023-02-06 20:07:00,M->M,norisk,0.0,M,2023Q1,16,2,11,-0.7105239550180438,-0.2860335338031617,-0.27703329080502553
呼吸科大夫胡洋,mainstream_only,2023-02-21 17:00:00,2023-02-22 07:01:00,H->M,risk,1.0,M,2023Q1,16,2,11,-0.7105239550180438,-0.2860335338031617,-0.27703329080502553
呼吸科大夫胡洋,mainstream_only,2023-02-22 07:01:00,2023-02-22 07:25:00,M->H,norisk,0.0,H,2023Q1,16,2,11,-0.7105239550180438,-0.2860335338031617,-0.27703329080502553
呼吸科大夫胡洋,mainstream_only,2023-02-22 07:25:00,2023-02-23 15:32:00,H->M,norisk,0.0,M,2023Q1,16,2,11,-0.7105239550180438,-0.2860335338031617,-0.27703329080502553
咸阳检察,mainstream_only,2022-12-07 09:43:05,2022-12-07 14:57:31,M->M,norisk,0.0,M,2022Q4,12,4,9,-0.6362087137230643,-0.481255062816525,-0.5074882994002046
咸阳检察,mainstream_only,2022-12-07 14:57:31,2022-12-09 14:28:04,M->M,norisk,0.0,M,2022Q4,12,4,9,-0.6362087137230643,-0.481255062816525,-0.5074882994002046
咸阳检察,mainstream_only,2022-12-15 16:33:37,2022-12-15 16:45:43,M->M,norisk,0.0,M,2022Q4,12,4,9,-0.6362087137230643,-0.481255062816525,-0.5074882994002046
咸阳检察,mainstream_only,2022-12-15 16:45:43,2022-12-27 10:46:51,M->M,norisk,0.0,M,2022Q4,12,4,9,-0.6362087137230643,-0.481255062816525,-0.5074882994002046
夏昆塔拉,wemedia_only,2022-12-02 13:24:00,2022-12-09 14:55:00,M->M,norisk,0.0,M,2022Q4,2,3,2,-0.673366334370554,-1.1645304143632966,-1.0836258208881524
山东长安网,mainstream_only,2022-12-07 14:43:51,2022-12-15 18:17:32,M->M,norisk,0.0,M,2022Q4,4,2,4,-0.7105239550180438,-0.9693088853499333,-0.9683983165905627
山东长安网,mainstream_only,2022-12-15 18:17:32,2023-01-18 16:51:32,M->M,norisk,0.0,M,2023Q1,4,2,4,-0.7105239550180438,-0.9693088853499333,-0.9683983165905627
干细胞-琦琦,wemedia_only,2023-01-11 21:05:00,2023-01-17 11:25:00,M->M,norisk,0.0,M,2023Q1,18,1,13,-0.7476815756655335,-0.09081200478979841,-0.16180578650743596
干细胞-琦琦,wemedia_only,2023-01-17 11:25:00,2023-01-17 14:19:00,M->M,risk,1.0,M,2023Q1,18,1,13,-0.7476815756655335,-0.09081200478979841,-0.16180578650743596
干细胞-琦琦,wemedia_only,2023-01-17 14:19:00,2023-01-18 18:28:00,M->M,risk,1.0,M,2023Q1,18,1,13,-0.7476815756655335,-0.09081200478979841,-0.16180578650743596
干细胞-琦琦,wemedia_only,2023-01-18 18:28:00,2023-01-19 19:44:00,M->M,norisk,0.0,M,2023Q1,18,1,13,-0.7476815756655335,-0.09081200478979841,-0.16180578650743596
干细胞-琦琦,wemedia_only,2023-01-19 19:44:00,2023-01-30 16:54:00,M->M,norisk,0.0,M,2023Q1,18,1,13,-0.7476815756655335,-0.09081200478979841,-0.16180578650743596
干细胞-琦琦,wemedia_only,2023-01-30 16:54:00,2023-02-04 11:18:00,M->M,norisk,0.0,M,2023Q1,18,1,13,-0.7476815756655335,-0.09081200478979841,-0.16180578650743596
干细胞-琦琦,wemedia_only,2023-02-04 11:18:00,2023-02-06 19:28:00,M->M,norisk,0.0,M,2023Q1,18,1,13,-0.7476815756655335,-0.09081200478979841,-0.16180578650743596
干细胞-琦琦,wemedia_only,2023-02-06 19:28:00,2023-02-08 12:58:00,M->M,norisk,0.0,M,2023Q1,18,1,13,-0.7476815756655335,-0.09081200478979841,-0.16180578650743596
干细胞-琦琦,wemedia_only,2023-02-08 12:58:00,2023-02-09 09:42:00,M->M,norisk,0.0,M,2023Q1,18,1,13,-0.7476815756655335,-0.09081200478979841,-0.16180578650743596
干细胞-琦琦,wemedia_only,2023-02-09 09:42:00,2023-02-09 15:13:00,M->M,norisk,0.0,M,2023Q1,18,1,13,-0.7476815756655335,-0.09081200478979841,-0.16180578650743596
干细胞-琦琦,wemedia_only,2023-02-09 15:13:00,2023-02-09 22:47:00,M->M,norisk,0.0,M,2023Q1,18,1,13,-0.7476815756655335,-0.09081200478979841,-0.16180578650743596
干细胞-琦琦,wemedia_only,2023-02-09 22:47:00,2023-02-10 09:21:00,M->M,norisk,0.0,M,2023Q1,18,1,13,-0.7476815756655335,-0.09081200478979841,-0.16180578650743596
干细胞-琦琦,wemedia_only,2023-02-10 09:21:00,2023-02-10 15:03:00,M->M,norisk,0.0,M,2023Q1,18,1,13,-0.7476815756655335,-0.09081200478979841,-0.16180578650743596
干细胞-琦琦,wemedia_only,2023-02-10 15:03:00,2023-02-14 18:15:00,M->M,norisk,0.0,M,2023Q1,18,1,13,-0.7476815756655335,-0.09081200478979841,-0.16180578650743596
干细胞-琦琦,wemedia_only,2023-02-14 18:15:00,2023-02-15 10:35:00,M->M,norisk,0.0,M,2023Q1,18,1,13,-0.7476815756655335,-0.09081200478979841,-0.16180578650743596
干细胞-琦琦,wemedia_only,2023-02-15 10:35:00,2023-02-15 14:43:00,M->M,norisk,0.5,M,2023Q1,18,1,13,-0.7476815756655335,-0.09081200478979841,-0.16180578650743596
干细胞-琦琦,wemedia_only,2023-02-15 14:43:00,2023-02-20 16:10:00,M->M,norisk,0.5,M,2023Q1,18,1,13,-0.7476815756655335,-0.09081200478979841,-0.16180578650743596
平安古蔺,mainstream_only,2022-10-14 09:15:00,2022-10-14 09:15:27,M->M,risk,1.0,M,2022Q4,7,1,3,-0.7476815756655335,-1.066919649856615,-0.7955570601441785
平安古蔺,mainstream_only,2022-10-14 09:15:27,2022-10-14 10:00:00,M->M,risk,1.0,M,2022Q4,7,1,3,-0.7476815756655335,-1.066919649856615,-0.7955570601441785
平安古蔺,mainstream_only,2022-10-14 10:00:00,2022-10-14 10:58:00,M->M,risk,1.0,M,2022Q4,7,1,3,-0.7476815756655335,-1.066919649856615,-0.7955570601441785
平安古蔺,mainstream_only,2022-10-14 10:58:00,2022-10-14 11:10:00,M->M,risk,1.0,M,2022Q4,7,1,3,-0.7476815756655335,-1.066919649856615,-0.7955570601441785
平安古蔺,mainstream_only,2022-10-14 11:10:00,2022-12-16 16:55:05,M->M,risk,1.0,M,2022Q4,7,1,3,-0.7476815756655335,-1.066919649856615,-0.7955570601441785
平安曲靖,mainstream_only,2023-01-03 08:59:44,2023-01-03 09:05:55,M->M,norisk,0.0,M,2023Q1,3,7,2,-0.5247358517805951,-1.1645304143632966,-1.0260120687393575
平安泸县,mainstream_only,2022-10-14 09:03:00,2023-02-09 16:42:00,M->M,risk,1.0,M,2023Q1,2,1,2,-0.7476815756655335,-1.1645304143632966,-1.0836258208881524
平安绵阳,mainstream_only,2022-10-14 09:54:00,2022-10-14 10:16:00,M->M,risk,1.0,M,2022Q4,6,11,4,-0.3761053691906362,-0.9693088853499333,-0.8531708122929732
平安绵阳,mainstream_only,2022-10-14 10:16:00,2022-10-14 10:40:00,M->M,risk,1.0,M,2022Q4,6,11,4,-0.3761053691906362,-0.9693088853499333,-0.8531708122929732
平安绵阳,mainstream_only,2022-10-14 10:40:00,2023-01-02 09:04:28,M->M,risk,1.0,M,2023Q1,6,11,4,-0.3761053691906362,-0.9693088853499333,-0.8531708122929732
延长法院,mainstream_only,2022-10-14 09:24:00,2022-11-18 10:37:33,M->M,risk,1.0,M,2022Q4,2,3,2,-0.673366334370554,-1.1645304143632966,-1.0836258208881524
