user_name,n_interactions_network,n_interactions_comment,n_total_interactions,n_m,n_w,exposure_group,targets_mainstream,targets_wemedia,active_days_interaction,n_posts,active_days_post,active_days
没有如果只有结果果果果果果果,1,0,1,0,0,no_media,,,0,0,0,0
没有如果7817,1,0,1,0,0,no_media,,,0,0,0,0
汪汪大笑中,1,0,1,0,0,no_media,,,1,0,0,1
没兴趣不喜欢很讨厌,1,0,1,0,0,no_media,,,0,0,0,0
殳常逸-,1,0,1,0,0,no_media,,,0,0,0,0
段正喵不喵,1,0,1,0,0,no_media,,,0,0,0,0
没伨,1,0,1,0,1,wemedia_only,,得意的弦小二,0,0,0,0
汪汪小黑米,1,0,1,0,1,wemedia_only,,静姐姐吃的学问,0,0,0,0
汪汪汪了个喵喵,1,0,1,0,0,no_media,,,0,0,0,0
汪汪小狗哼哼猪,1,0,1,0,0,no_media,,,1,1,1,1
汪汪汪是乖乖,1,0,1,0,0,no_media,,,0,0,0,0
汪汪翠冰冰,1,0,1,0,0,no_media,,,0,0,0,0
汪汪也是人之常情,1,0,1,0,0,no_media,,,0,0,0,0
樱花盛放0602,1,0,1,0,1,wemedia_only,,种草达人猪哥,0,0,0,0
没什么事不要惹我,1,0,1,0,0,no_media,,,0,0,0,0
比你高贵TTT,1,0,1,0,0,no_media,,,0,0,0,0
没人能发现的杨艾伦,1,0,1,0,0,no_media,,,0,0,0,0
没人理我的小号,1,0,1,0,0,no_media,,,0,0,0,0
段风,1,0,1,0,0,no_media,,,0,0,0,0
残花冷月翠彤,1,0,1,0,1,wemedia_only,,日本干细胞Motif银座Clinic,0,0,0,0
没办法再见了,1,0,1,0,0,no_media,,,0,0,0,0
汪汪不黛玉爱中医,1,0,1,0,1,wemedia_only,,得意的弦小二,0,0,0,0
比利得瑟瑟发抖,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
没有钱做什么都不开心,1,0,1,0,0,no_media,,,0,0,0,0
没有醋的馄饨,1,0,1,0,0,no_media,,,0,0,0,0
毕苏隘,1,0,1,0,0,no_media,,,0,0,0,0
没有节制的死肥肥,1,0,1,0,0,no_media,,,0,0,0,0
毕福婧,1,0,1,0,0,no_media,,,0,0,0,0
沧浪白鸥,1,0,1,0,0,no_media,,,0,0,0,0
毛李求思,1,0,1,0,1,wemedia_only,,静姐姐吃的学问,0,0,0,0
武器大师一方通行,1,0,1,0,0,no_media,,,0,0,0,0
江雨清秋,1,0,1,0,0,no_media,,,1,0,0,1
武当山大懒虫,1,0,1,0,1,wemedia_only,,得意的弦小二,0,0,0,0
武志红,1,0,1,0,0,no_media,,,0,0,0,0
沧海7825,1,0,1,0,0,no_media,,,0,0,0,0
武星守护号卫星,1,0,1,0,0,no_media,,,1,1,1,1
沧海1975,1,0,1,0,1,wemedia_only,,马宝琳谈房颤,0,0,0,0
沧浪水清濯缨,1,0,1,0,0,no_media,,,0,0,0,0
江雨半帘,1,0,1,0,0,no_media,,,0,0,0,0
沧浪之水hp,1,0,1,0,1,wemedia_only,,马宝琳谈房颤,0,0,0,0
毛敖敖maoaoaoo,1,0,1,0,1,wemedia_only,,静姐姐吃的学问,0,0,0,0
武工大邮电院学生会,1,0,1,1,0,mainstream_only,人民日报,,0,0,0,0
毕噶桑,1,0,1,0,0,no_media,,,0,0,0,0
歲余焉不知,1,0,1,0,0,no_media,,,0,0,0,0
歲柒_,1,0,1,0,0,no_media,,,0,0,0,0
没有昵称的她她她,1,0,1,0,0,no_media,,,0,0,0,0
毕亿祥,1,0,1,0,0,no_media,,,0,0,0,0
没有春天的2020,1,0,1,0,0,no_media,,,0,0,0,0
汤团团团团,1,0,1,0,0,no_media,,,0,0,0,0
污点修复画笔工具可拯救世界,1,0,1,0,0,no_media,,,0,0,0,0
没樱桃的果子,1,0,1,0,0,no_media,,,0,0,0,0
歪歪艺,1,0,1,0,1,wemedia_only,,静姐姐吃的学问,0,0,0,0
毛仔伴我成长,1,0,1,0,0,no_media,,,0,0,0,0
歪歪345,1,0,1,0,0,no_media,,,0,0,0,0
没杺没肺zx,1,0,1,0,1,wemedia_only,,马宝琳谈房颤,0,0,0,0
歪歪柳色新,1,0,1,0,1,wemedia_only,,静姐姐吃的学问,0,0,0,0
没有鱼的喵喵喵,1,0,1,0,0,no_media,,,0,0,0,0
没有钱别找我借钱,1,0,1,0,0,no_media,,,0,0,0,0
武生2050,1,0,1,1,0,mainstream_only,观察者网,,0,1,1,1
歪歪等等就这个名字吧,1,0,1,0,0,no_media,,,0,0,0,0
毛_半熟绅士,1,0,1,0,0,no_media,,,0,0,0,0
毛以子豆,1,0,1,0,0,no_media,,,0,0,0,0
没错我就是枫哥,1,0,1,0,0,no_media,,,0,0,0,0
池唐有余,1,0,1,0,0,no_media,,,0,0,0,0
没错我就是kiro我就是哈士奇,1,0,1,0,0,no_media,,,0,0,0,0
武汉郭晋001,1,0,1,0,0,no_media,,,0,0,0,0
毛喇喇喇,1,0,1,0,0,no_media,,,0,0,0,0
池上楼18,1,0,1,0,0,no_media,,,0,0,0,0
没钱喝白开水,1,0,1,0,0,no_media,,,0,0,0,0
池唐有余1,1,0,1,0,1,wemedia_only,,泰国阿航,0,0,0,0
沧桑的榆木疙瘩猪,1,0,1,0,0,no_media,,,0,0,0,0
没脖子和有胃口,1,0,1,0,0,no_media,,,0,0,0,0
毛哩个毛头,1,0,1,0,0,no_media,,,0,0,0,0
没胆的兔子,1,0,1,0,0,no_media,,,0,0,0,0
江风海茶,1,0,1,1,0,mainstream_only,人民日报,,0,0,0,0
武極天空201811,1,0,1,0,0,no_media,,,0,0,0,0
沧尘一木,1,0,1,0,0,no_media,,,0,0,0,0
毛小鹤鹤,1,0,1,0,1,wemedia_only,,静姐姐吃的学问,0,0,0,0
沦陷在你心上了么-,1,0,1,0,1,wemedia_only,,种草达人猪哥,0,0,0,0
江雨橙的静谧花园,1,0,1,0,0,no_media,,,0,0,0,0
没良心的小萝卜,1,0,1,0,0,no_media,,,0,0,0,0
沧海一滴水ccq,1,0,1,0,0,no_media,,,0,0,0,0
江西老表说股票,1,0,1,0,0,no_media,,,1,0,0,1
江边的小妖,1,0,1,0,1,wemedia_only,,罗妮zyzyyuan,1,2,2,2
江里蘅舟,1,0,1,0,0,no_media,,,0,0,0,0
沧海劈浪,1,0,1,0,0,no_media,,,0,0,0,0
沧海一粟sususu,1,0,1,0,0,no_media,,,1,0,0,1
毛毛336685776,1,0,1,0,1,wemedia_only,,北欧三宝妈,0,0,0,0
步步奸情丶由,1,0,1,1,0,mainstream_only,人民日报,,0,0,0,0
步步的姨姨要开心,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
武汉刘正涛,1,0,1,0,0,no_media,,,1,21,20,20
永远迟到的鱼鱼子,1,0,1,1,0,mainstream_only,人民日报,,0,0,0,0
武则天头号事业粉,1,0,1,0,0,no_media,,,0,0,0,0
沧海一束束束,1,0,1,0,0,no_media,,,0,0,0,0
武功高强黄小虎,1,0,1,0,1,wemedia_only,,我是小妖怪的人,0,0,0,0
沧海一声笑了笑,1,0,1,0,0,no_media,,,0,0,0,0
毛栗子君,1,0,1,0,0,no_media,,,0,0,0,0
江野惊飞流,1,0,1,0,0,no_media,,,0,0,0,0
江野有片小叶子,1,0,1,0,0,no_media,,,0,0,0,0
没错徐志安,1,0,1,0,0,no_media,,,0,0,0,0
步速2米每秒NA,1,0,1,0,0,no_media,,,0,0,0,0
活火山的春天来了,1,0,1,1,0,mainstream_only,陕西汉书下酒,,0,0,0,0
浅蓝和深白,1,0,1,0,0,no_media,,,0,0,0,0
橄橄榄酱,1,0,1,0,0,no_media,,,0,0,0,0
橋橋妈树洞,1,0,1,0,0,no_media,,,0,0,0,0
活泼的茶1984,1,0,1,0,0,no_media,,,0,0,0,0
浅糖纸鹤,1,0,1,0,0,no_media,,,0,0,0,0
橘_Solitude,1,0,1,0,0,no_media,,,0,0,0,0
榻榻米eyo,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
比较熊的萨摩耶,1,0,1,0,0,no_media,,,0,0,0,0
水果喳喳FM,1,0,1,0,0,no_media,,,0,0,0,0
求其樂也,1,0,1,0,0,no_media,,,0,0,0,0
榴轩,1,0,1,0,1,wemedia_only,,静姐姐吃的学问,0,0,0,0
活的就像一绺韭菜,1,0,1,0,0,no_media,,,0,0,0,0
水果大浣熊,1,0,1,0,0,no_media,,,0,0,0,0
活鱼逆流而上死鱼睡大觉,1,0,1,0,0,no_media,,,0,0,0,0
樽灏医疗科技,1,0,1,0,0,no_media,,,0,0,0,0
求你吃一口_Official,1,0,1,0,0,no_media,,,0,0,0,0
活着很心苦,1,0,1,0,0,no_media,,,1,3,3,3
活泼大米,1,0,1,0,1,wemedia_only,,中医范圣华,0,0,0,0
浅茗_电子哈基米上头,1,0,1,0,0,no_media,,,0,0,0,0
汀渚白沙,1,0,1,0,0,no_media,,,0,0,0,0
水果宾治武士G1,1,0,1,0,0,no_media,,,0,0,0,0
求一个萤总1551,1,0,1,0,0,no_media,,,0,0,0,0
浅草1号,1,0,1,0,0,no_media,,,0,0,0,0
水果小小鹿,1,0,1,0,0,no_media,,,0,0,0,0
派洛特,1,0,1,0,0,no_media,,,0,0,0,0
派朵_,1,0,1,0,0,no_media,,,0,0,0,0
樱零夜魅,1,0,1,0,0,no_media,,,0,0,0,0
流-lzx-,1,0,1,0,0,no_media,,,0,0,0,0
派拿普噜普噜,1,0,1,0,0,no_media,,,0,0,0,0
派大都,1,0,1,1,0,mainstream_only,人民日报,,0,1,1,1
樹海_Brk,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
派大王卡,1,0,1,0,0,no_media,,,0,0,0,0
永遠的刹那,1,0,1,0,0,no_media,,,0,1,1,1
永遠的小學五年生,1,0,1,0,0,no_media,,,0,0,0,0
派大星派大星派大星啊,1,0,1,0,0,no_media,,,1,0,0,1
派大星和海绵宝宝20609,1,0,1,0,0,no_media,,,0,0,0,0
樱鞘_,1,0,1,0,0,no_media,,,0,0,0,0
永远都像一只梦,1,0,1,0,0,no_media,,,1,1,1,1
永远臣服于温柔d,1,0,1,0,0,no_media,,,0,0,0,0
流小牛,1,0,1,0,0,no_media,,,0,0,0,0
永远祝福祖国,1,0,1,0,1,wemedia_only,,张国庆看天下,0,1,1,1
樱桃蘸羊肉,1,0,1,0,0,no_media,,,1,1,1,1
流尘寸痕,1,0,1,0,0,no_media,,,0,0,0,0
樱桃金狗,1,0,1,0,0,no_media,,,0,0,0,0
水水水爱微博,1,0,1,0,1,wemedia_only,,静姐姐吃的学问,0,0,0,0
樱桃镁柰子,1,0,1,0,0,no_media,,,0,0,0,0
浅草寺宝籤,1,0,1,0,0,no_media,,,0,0,0,0
浅深山色高低树,1,0,1,0,0,no_media,,,0,0,0,0
水水水de谁谁谁,1,0,1,0,0,no_media,,,0,0,0,0
浅烈清骨,1,0,1,0,0,no_media,,,0,0,0,0
流小夙,1,0,1,0,0,no_media,,,0,0,0,0
樱樱樱曲项向天歌,1,0,1,0,0,no_media,,,0,0,0,0
樱火Raysa,1,0,1,0,0,no_media,,,0,0,0,0
派达mo,1,0,1,0,0,no_media,,,0,0,0,0
水榭藏美人1983,1,0,1,0,1,wemedia_only,,静姐姐吃的学问,0,0,0,0
浅笑柔心一,1,0,1,1,0,mainstream_only,武汉广播电视台,,0,0,0,0
水水水水水树儿,1,0,1,0,1,wemedia_only,,L0_自由,1,1,1,1
水果滚啊滚,1,0,1,0,0,no_media,,,0,0,0,0
水畔居勤种花,1,0,1,0,0,no_media,,,1,1,1,1
水果在公园放空,1,0,1,0,0,no_media,,,0,0,0,0
樾下春笙,1,0,1,0,0,no_media,,,0,0,0,0
活生拆巴西,1,0,1,0,0,no_media,,,1,1,1,1
橄榄煎饼,1,0,1,0,0,no_media,,,0,0,0,0
浅草若薇_罐罐,1,0,1,0,0,no_media,,,0,0,0,0
流体小猫花园,1,0,1,0,0,no_media,,,0,0,0,0
流动美,1,0,1,0,1,wemedia_only,,得意的弦小二,0,0,0,0
水母浮浮,1,0,1,0,0,no_media,,,0,0,0,0
樱猫姬小黑,1,0,1,0,0,no_media,,,0,0,0,0
流光茉,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
浅磕一下嘻嘻,1,0,1,0,0,no_media,,,0,0,0,0
流寓半,1,0,1,0,0,no_media,,,0,0,0,0
水水-3-,1,0,1,0,0,no_media,,,0,0,0,0
流仔已经无语了,1,0,1,0,0,no_media,,,0,0,0,0
樱的食彩浪漫,1,0,1,0,0,no_media,,,1,1,1,1
水母爱摄影,1,0,1,0,0,no_media,,,0,0,0,0
樱空之雪0318,1,0,1,1,0,mainstream_only,人民日报,,0,0,0,0
流光飞舞angeline,1,0,1,0,0,no_media,,,0,0,0,0
没有心的小张鸭,1,0,1,0,0,no_media,,,0,0,0,0
没有心事的少女,1,0,1,1,0,mainstream_only,人民日报,,0,0,0,0
没有伤心不能生活,1,0,1,0,0,no_media,,,0,0,0,0
死不油腻,1,0,1,0,0,no_media,,,1,1,1,1
比酷偶,1,0,1,0,0,no_media,,,0,0,0,0
死于完美拖延症,1,0,1,0,0,no_media,,,0,0,0,0
汤圆吃吗,1,0,1,0,0,no_media,,,0,0,0,0
汤圆哲,1,0,1,0,0,no_media,,,0,0,0,0
汀浚泫音,1,0,1,0,0,no_media,,,0,0,0,0
汤圆啊要减肥,1,0,1,0,0,no_media,,,0,0,0,0
死于白日,1,0,1,0,0,no_media,,,0,0,0,0
没有岁月值得回头,1,0,1,0,0,no_media,,,0,0,0,0
死蝶星球,1,0,1,0,0,no_media,,,0,0,0,0
比特币一个亿,1,0,1,0,0,no_media,,,0,0,0,0
汤涛1993,1,0,1,1,0,mainstream_only,中国日报网,,0,0,0,0
比比多味萝大卜,1,0,1,0,0,no_media,,,0,0,0,0
死者病情稳定,1,0,1,0,0,no_media,,,0,0,0,0
死莱姆A,1,0,1,0,0,no_media,,,0,0,0,0
没有很喜欢狗狗啊,1,0,1,0,0,no_media,,,0,0,0,0
没有外援到终究之战,1,0,1,0,0,no_media,,,1,3,3,3
汤圆就要吃咸的,1,0,1,0,0,no_media,,,0,0,0,0
死兔子好暴躁,1,0,1,0,0,no_media,,,1,0,0,1
比起雪碧更喜欢可乐,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
没有名字我就用这个,1,0,1,0,0,no_media,,,0,0,0,0
没有小鱼缸的鱼,1,0,1,0,0,no_media,,,0,0,0,0
死宅死宅的猫,1,0,1,0,0,no_media,,,0,0,0,0
死宅流茫的逼逼赖赖,1,0,1,0,0,no_media,,,0,0,0,0
死小浣熊,1,0,1,0,0,no_media,,,0,0,0,0
没有思想的表针,1,0,1,0,0,no_media,,,0,0,0,0
死性不改600505,1,0,1,0,0,no_media,,,0,0,0,0
没有副作用,1,0,1,0,0,no_media,,,0,0,0,0
毕之甘落生,1,0,1,0,0,no_media,,,1,0,0,1
没有感情的桃子酱,1,0,1,0,0,no_media,,,0,0,0,0
汤圆Makino,1,0,1,0,0,no_media,,,0,0,0,0
汤圆儿的宝藏世界,1,0,1,0,0,no_media,,,0,0,0,0
没有想法的小姐姐,1,0,1,1,0,mainstream_only,人民日报,,0,0,0,0
死-般寂静,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
汤圆只吃芝麻馅丶,1,0,1,0,0,no_media,,,0,0,0,0
没有办法只能叫这个了,1,0,1,0,1,wemedia_only,,种草达人猪哥,0,1,1,1
没有人比我更懂语萌萌,1,0,1,0,0,no_media,,,0,0,0,0
没有人比我更懂去来之间,1,0,1,0,0,no_media,,,0,0,0,0
気子迪丽热巴,1,0,1,0,0,no_media,,,0,0,0,0
汤圆正能量,1,0,1,0,1,wemedia_only,,得意的弦小二,0,0,0,0
死神泡泡机,1,0,1,0,0,no_media,,,0,0,0,0
比现在更努力,1,0,1,0,0,no_media,,,0,0,0,0
汤汤汤汤chole,1,0,1,0,0,no_media,,,0,0,0,0
没有人不爱喝冰可乐,1,0,1,0,0,no_media,,,0,0,0,0
没有bug世界和平,1,0,1,0,0,no_media,,,0,0,0,0
浅络痕,1,0,1,0,0,no_media,,,0,0,0,0
汀歌薄酒椰,1,0,1,0,0,no_media,,,0,0,0,0
永不着火压码头,1,0,1,0,0,no_media,,,0,0,0,0
樱饼_,1,0,1,0,0,no_media,,,0,0,0,0
派大星专用湿巾,1,0,1,0,1,wemedia_only,,种草达人猪哥,0,0,0,0
氺深五尋,1,0,1,0,0,no_media,,,0,0,0,0
氿菜何子,1,0,1,0,0,no_media,,,0,0,0,0
浅色夏末151324,1,0,1,0,0,no_media,,,0,0,0,0
永友組,1,0,1,0,0,no_media,,,0,0,0,0
比率2017,1,0,1,0,0,no_media,,,0,0,0,0
水树小小风,1,0,1,0,1,wemedia_only,,我是小妖怪的人,0,0,0,0
汤特丽格玛,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
汤荷小甜豆,1,0,1,0,0,no_media,,,0,0,0,0
没有人不喜欢夕阳吧,1,0,1,0,0,no_media,,,0,0,0,0
没昵称的老用户89pyu5ydm7,1,0,1,0,0,no_media,,,0,0,0,0
没救了埋了吧1551,1,0,1,0,0,no_media,,,0,0,0,0
没拉环的罐头,1,0,1,0,0,no_media,,,0,0,0,0
汤饭加鸡蛋,1,0,1,0,0,no_media,,,0,0,0,0
没才华的写诗人,1,0,1,0,0,no_media,,,0,0,0,0
比粉条粗的粉丝,1,0,1,0,0,no_media,,,1,0,0,1
没想好该怎么说,1,0,1,0,1,wemedia_only,,我是小妖怪的人,0,0,0,0
汪东宏,1,0,1,1,0,mainstream_only,大河健康报,,1,1,1,1
没想好取傻名,1,0,1,0,0,no_media,,,0,0,0,0
死灵系魔女AnnalineYuuki,1,0,1,0,0,no_media,,,0,0,0,0
死梦者之歌抄写员,1,0,1,0,0,no_media,,,0,0,0,0
死活不奶你,1,0,1,0,0,no_media,,,0,0,0,0
没有什么不得已_,1,0,1,0,0,no_media,,,0,0,0,0
汤圆摩卡七分甜,1,0,1,0,0,no_media,,,0,0,0,0
死海鲤鱼,1,0,1,0,1,wemedia_only,,我是小妖怪的人,0,0,0,0
死鱼眼的银酱,1,0,1,0,0,no_media,,,0,0,0,0
每天就想做咸鱼,1,0,1,0,0,no_media,,,0,0,0,0
殿下君,1,0,1,1,0,mainstream_only,每日经济新闻,,1,1,1,1
殷武士,1,0,1,0,0,no_media,,,0,0,0,0
永城冯鹤群,1,0,1,1,0,mainstream_only,平安商丘,,0,0,0,0
沙雕网友与我同在,1,0,1,0,0,no_media,,,0,0,0,0
汲古得修梗,1,0,1,0,0,no_media,,,0,0,0,0
殷随风儿,1,0,1,0,0,no_media,,,0,0,0,0
沙雕的你们hhhhh,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
没有昵称的岚担,1,0,1,0,0,no_media,,,0,0,0,0
殷森_Yinsen,1,0,1,0,0,no_media,,,0,0,0,0
沙罗双树园2010,1,0,1,0,1,wemedia_only,,静姐姐吃的学问,0,0,0,0
汴人郭威,1,0,1,0,0,no_media,,,1,1,1,1
毁不过,1,0,1,1,0,mainstream_only,中国日报网,,0,0,0,0
沙示抹茶YH,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
毁人不倦胡适之,1,0,1,0,0,no_media,,,0,1,1,1
没事儿就想躺着,1,0,1,0,1,wemedia_only,,北欧三宝妈,0,0,0,0
殷冬明,1,0,1,0,0,no_media,,,0,0,0,0
汪王往旺ee,1,0,1,0,0,no_media,,,0,0,0,0
沙雕牛肉干,1,0,1,0,0,no_media,,,0,0,0,0
沐曌龙,1,0,1,0,0,no_media,,,0,0,0,0
每天很开心的,1,0,1,1,0,mainstream_only,人民日报,,1,1,1,1
毒液液液液,1,0,1,1,0,mainstream_only,环球时报,,0,0,0,0
每天打鸡血yf,1,0,1,0,0,no_media,,,0,0,0,0
沐暖暖幸福,1,0,1,0,0,no_media,,,0,0,0,0
沐沐宸,1,0,1,0,0,no_media,,,0,0,0,0
沈同学其实就是一只喵,1,0,1,0,0,no_media,,,0,0,0,0
沐熙谶语,1,0,1,0,0,no_media,,,0,0,0,0
沈嘉柯,1,0,1,0,0,no_media,,,0,1,1,1
沐歌心情,1,0,1,0,1,wemedia_only,,静姐姐吃的学问,0,0,0,0
沐沐的霖,1,0,1,0,0,no_media,,,0,0,0,0
沐沐町,1,0,1,0,0,no_media,,,0,0,0,0
毒青梅酸,1,0,1,0,0,no_media,,,0,0,0,0
毒銀河,1,0,1,0,0,no_media,,,0,0,0,0
沐沐沐沐沐沐沐沐沐_,1,0,1,0,0,no_media,,,0,0,0,0
每天健康平安喜乐,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
沈寒爸2,1,0,1,0,0,no_media,,,0,0,0,0
沐沐子_mumuko,1,0,1,0,0,no_media,,,0,0,0,0
沐沐大长腿,1,0,1,0,1,wemedia_only,,日本衣食住行,0,0,0,0
沐沐苜苜木,1,0,1,0,0,no_media,,,0,0,0,0
每天一杯o_O型血,1,0,1,0,0,no_media,,,0,0,0,0
每天一杯鸭屎香,1,0,1,0,0,no_media,,,0,0,0,0
沁香寒潭雾,1,0,1,0,0,no_media,,,1,1,1,1
每天一颗幸运星,1,0,1,0,0,no_media,,,0,0,0,0
每天三遍我是一个有钱的美丽女人,1,0,1,0,0,no_media,,,0,0,0,0
沂儒117,1,0,1,0,0,no_media,,,0,0,0,0
沙如雪900,1,0,1,0,0,no_media,,,0,0,0,0
沙漠西河水库,1,0,1,0,0,no_media,,,0,0,0,0
殷子兮,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
樱花宙斯xBouquet丶,1,0,1,0,0,no_media,,,1,1,1,1
沙漠骆驼L,1,0,1,0,0,no_media,,,0,0,0,0
汽水vvv,1,0,1,0,0,no_media,,,0,0,0,0
毅果淇淇V,1,0,1,0,1,wemedia_only,,马宝琳谈房颤,0,0,0,0
沐昱酱,1,0,1,0,0,no_media,,,0,0,0,0
沙漠之舟201809camel,1,0,1,0,0,no_media,,,0,0,0,0
沙沙要飞翔,1,0,1,0,0,no_media,,,0,0,0,0
樱缨绮莓,1,0,1,0,0,no_media,,,0,0,0,0
每一天都是新生19999999,1,0,1,0,0,no_media,,,0,0,0,0
汶河汤汤,1,0,1,0,0,no_media,,,1,1,1,1
没事整点黄色废料,1,0,1,0,0,no_media,,,0,0,0,0
没事我的可惜nice,1,0,1,0,0,no_media,,,0,0,0,0
没事就晒晒太阳,1,0,1,0,0,no_media,,,0,0,0,0
没事只想看看书,1,0,1,0,0,no_media,,,0,0,0,0
没-什-么-大-不-了,1,0,1,0,0,no_media,,,0,0,0,0
沟通墙,1,0,1,0,0,no_media,,,0,0,0,0
沝mo,1,0,1,0,0,no_media,,,0,0,0,0
沛沛是腊月里的萝卜,1,0,1,0,1,wemedia_only,,种草达人猪哥,0,0,0,0
沛妤细细,1,0,1,0,0,no_media,,,0,0,0,0
沙拉酱每天都想喝奶茶,1,0,1,0,0,no_media,,,0,0,0,0
沙鲷鱼烧,1,0,1,0,0,no_media,,,0,0,0,0
沙岩卿,1,0,1,0,0,no_media,,,0,0,0,0
每一天都是新的开始呢,1,0,1,0,0,no_media,,,1,0,0,1
沁沁呔,1,0,1,0,0,no_media,,,1,1,1,1
每个人都有kpi,1,0,1,0,0,no_media,,,0,0,0,0
沙拉不来碗,1,0,1,0,0,no_media,,,0,0,0,0
沁沁没良心所以不会痛,1,0,1,0,0,no_media,,,0,0,0,0
沙弥霁月,1,0,1,0,0,no_media,,,0,0,0,0
沙币别来视奸我-,1,0,1,1,0,mainstream_only,中国日报网,,0,0,0,0
殷子川,1,0,1,0,0,no_media,,,0,0,0,0
泡泡龙家小白兔,1,0,1,0,1,wemedia_only,,日本衣食住行,0,0,0,0
民勤县融媒体中心,1,0,1,1,0,mainstream_only,人民日报,,0,5,5,5
波上面大葱OuO,1,0,1,0,0,no_media,,,0,0,0,0
波-之-平,1,0,1,0,0,no_media,,,0,0,0,0
泡鲁达21,1,0,1,0,0,no_media,,,0,0,0,0
泡面的难过日常,1,0,1,0,0,no_media,,,0,0,0,0
泡面岩,1,0,1,0,0,no_media,,,0,0,0,0
泡萝卜炒肉丝,1,0,1,0,1,wemedia_only,,种草达人猪哥,0,0,0,0
每天开心快乐没有烦恼幸福美满耶,1,0,1,0,0,no_media,,,0,0,0,0
气定神闲的我,1,0,1,0,0,no_media,,,0,0,0,0
泡菜芒果的微笑,1,0,1,0,0,no_media,,,0,0,0,0
泡菜没有梗,1,0,1,0,0,no_media,,,0,0,0,0
泡菜一锅炖,1,0,1,0,0,no_media,,,0,0,0,0
泡芙蛋糕和面膜,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
沐阿米,1,0,1,0,0,no_media,,,0,0,0,0
每天吃狗粮的V仔,1,0,1,0,0,no_media,,,0,0,0,0
沒有心軟的神,1,0,1,0,0,no_media,,,0,0,0,0
沐风迎雪,1,0,1,0,0,no_media,,,1,0,0,1
歇菜海龟,1,0,1,0,0,no_media,,,0,0,0,0
波咕波咕,1,0,1,0,0,no_media,,,0,0,0,0
气温31度,1,0,1,0,0,no_media,,,0,0,0,0
樱花恋向日葵,1,0,1,0,1,wemedia_only,,静姐姐吃的学问,0,0,0,0
江南的麻雀-05,1,0,1,0,0,no_media,,,0,0,0,0
江南颂707,1,0,1,0,0,no_media,,,0,0,0,0
民间戏精表演艺术家,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
泡芙甜呀,1,0,1,0,0,no_media,,,0,0,0,0
泡芙球,1,0,1,1,0,mainstream_only,观察者网,,0,0,0,0
歌凹洁,1,0,1,0,0,no_media,,,0,0,0,0
泡芙Dec,1,0,1,0,0,no_media,,,1,1,1,1
民间挂机高手,1,0,1,0,0,no_media,,,0,0,0,0
歌声ZW,1,0,1,0,1,wemedia_only,,静姐姐吃的学问,0,0,0,0
江同学你好我是袁湘琴,1,0,1,1,0,mainstream_only,澎湃新闻,,1,1,1,1
歌尽尘潇,1,0,1,0,0,no_media,,,0,0,0,0
泡芙卷卷y,1,0,1,0,0,no_media,,,0,0,0,0
民间中医李广成,1,0,1,0,1,wemedia_only,,中医范圣华,0,0,0,0
泡芙五花肉,1,0,1,0,0,no_media,,,0,0,0,0
民工L大爷,1,0,1,0,0,no_media,,,1,1,1,1
江团朵朵,1,0,1,0,0,no_media,,,0,0,0,0
歌功颂德下的一丝清明,1,0,1,0,0,no_media,,,0,0,0,0
每天只有24小时,1,0,1,0,0,no_media,,,0,0,0,0
毓龄01,1,0,1,0,0,no_media,,,0,0,0,0
沖田散淤,1,0,1,0,0,no_media,,,1,1,1,1
毓浩一琪飞,1,0,1,0,0,no_media,,,0,0,0,0
毓州,1,0,1,1,0,mainstream_only,人民日报,,0,0,0,0
沃奇拓奇,1,0,1,0,0,no_media,,,0,0,0,0
沐月泠枫,1,0,1,0,0,no_media,,,1,0,0,1
毒皇月影,1,0,1,0,0,no_media,,,0,0,0,0
沐霖香muuu,1,0,1,1,0,mainstream_only,凤凰周刊,,0,0,0,0
沐杉__,1,0,1,0,0,no_media,,,0,0,0,0
沈小仙style,1,0,1,1,0,mainstream_only,环球时报,,0,0,0,0
沐木的遐想,1,0,1,1,0,mainstream_only,人民日报,,0,0,0,0
沈小妈,1,0,1,0,0,no_media,,,0,0,0,0
沐木Tr,1,0,1,0,0,no_media,,,0,0,0,0
沈局吉林车务段,1,0,1,0,1,wemedia_only,,沈阳铁路,0,0,0,0
毒秒今天开心了吗,1,0,1,0,0,no_media,,,0,0,0,0
沐月月_转生读条中,1,0,1,0,0,no_media,,,0,0,0,0
毒瘤摄畜贾斯汀,1,0,1,0,0,no_media,,,0,0,0,0
沐森李,1,0,1,0,1,wemedia_only,,沐森李,1,1,1,1
每天吸猫一百次,1,0,1,0,0,no_media,,,0,0,0,0
