window_start,window_end,n_days,lag,direction,F,p_value,segment_id
2020-06-23,2020-12-19,180,3,wemedia_to_mainstream,0.010690748100821249,0.9984805961207796,1
2020-07-23,2021-01-18,180,1,mainstream_to_wemedia,0.04143126177024802,0.8389428932999002,1
2020-07-23,2021-01-18,180,2,mainstream_to_wemedia,0.043078547381403064,0.9578464228900789,1
2020-07-23,2021-01-18,180,3,mainstream_to_wemedia,0.044862456984812935,0.9873391128633403,1
2020-07-23,2021-01-18,180,1,wemedia_to_mainstream,0.04218912232926429,0.8374970656811314,1
2020-07-23,2021-01-18,180,2,wemedia_to_mainstream,0.044293167367455616,0.9566842963141602,1
2020-07-23,2021-01-18,180,3,wemedia_to_mainstream,0.04659693572286204,0.9866189069234301,1
2020-08-22,2021-02-17,180,1,mainstream_to_wemedia,0.08011869436201027,0.7774692672181761,1
2020-08-22,2021-02-17,180,2,mainstream_to_wemedia,0.08486555232553016,0.9186740040642825,1
2020-08-22,2021-02-17,180,3,mainstream_to_wemedia,0.08294301327089176,0.9692501003385473,1
2020-08-22,2021-02-17,180,1,wemedia_to_mainstream,0.08153320865439365,0.7755660748443882,1
2020-08-22,2021-02-17,180,2,wemedia_to_mainstream,0.06738884457718138,0.9348561533944778,1
2020-08-22,2021-02-17,180,3,wemedia_to_mainstream,2.1515655455096176,0.09561410901723555,1
2020-09-21,2021-03-19,180,1,mainstream_to_wemedia,0.09748010610069974,0.7552444105683349,1
2020-09-21,2021-03-19,180,2,mainstream_to_wemedia,0.10390347938347874,0.9013684908978128,1
2020-09-21,2021-03-19,180,3,mainstream_to_wemedia,0.10300737003514174,0.9582039912948459,1
2020-09-21,2021-03-19,180,1,wemedia_to_mainstream,0.10031656967377453,0.7518254320342564,1
2020-09-21,2021-03-19,180,2,wemedia_to_mainstream,0.08629440667437238,0.9173635856203863,1
2020-09-21,2021-03-19,180,3,wemedia_to_mainstream,1.8434385524143857,0.1411607598137964,1
2020-10-21,2021-04-18,180,1,mainstream_to_wemedia,0.11524609843930894,0.734653544781789,1
2020-10-21,2021-04-18,180,2,mainstream_to_wemedia,0.12363398147870515,0.8837812418949844,1
2020-10-21,2021-04-18,180,3,mainstream_to_wemedia,0.12418774264622727,0.945711808034832,1
2020-10-21,2021-04-18,180,1,wemedia_to_mainstream,0.11996455592671296,0.7294866549549042,1
2020-10-21,2021-04-18,180,2,wemedia_to_mainstream,0.10684862882169115,0.8987209518890682,1
2020-10-21,2021-04-18,180,3,wemedia_to_mainstream,1.6040760423753768,0.19029768444690764,1
2020-11-20,2021-05-18,180,1,mainstream_to_wemedia,0.11524609843933549,0.7346535447817597,1
2020-11-20,2021-05-18,180,2,mainstream_to_wemedia,0.1236339814786921,0.8837812418949959,1
2020-11-20,2021-05-18,180,3,mainstream_to_wemedia,0.12418774264622726,0.945711808034832,1
2020-11-20,2021-05-18,180,1,wemedia_to_mainstream,0.11996455592674547,0.7294866549548691,1
2020-11-20,2021-05-18,180,2,wemedia_to_mainstream,0.10684862882170722,0.8987209518890538,1
2020-11-20,2021-05-18,180,3,wemedia_to_mainstream,1.6040760423753657,0.1902976844469102,1
2020-12-20,2021-06-17,180,1,mainstream_to_wemedia,0.14628571428570666,0.7025719103186003,1
2020-12-20,2021-06-17,180,2,mainstream_to_wemedia,0.1585943468296604,0.853466373360373,1
2020-12-20,2021-06-17,180,3,mainstream_to_wemedia,0.15459630859435483,0.9266149932518676,1
2020-12-20,2021-06-17,180,1,wemedia_to_mainstream,0.14979254583493412,0.6992012662430178,1
2020-12-20,2021-06-17,180,2,wemedia_to_mainstream,0.11622698974341211,0.8903425750124713,1
2020-12-20,2021-06-17,180,3,wemedia_to_mainstream,2.0907757457031746,0.10329110225837235,1
2021-01-19,2021-07-17,180,1,mainstream_to_wemedia,0.08928571428571684,0.7654397099161224,1
2021-01-19,2021-07-17,180,2,mainstream_to_wemedia,0.09488810881963616,0.9095219910578276,1
2021-01-19,2021-07-17,180,3,mainstream_to_wemedia,0.08199917898194863,0.9697477374920437,1
2021-01-19,2021-07-17,180,1,wemedia_to_mainstream,0.09140008309103496,0.7627617091489369,1
2021-01-19,2021-07-17,180,2,wemedia_to_mainstream,0.06490096038416798,0.9371830812482064,1
2021-01-19,2021-07-17,180,3,wemedia_to_mainstream,3.7784589096780903,0.011696243937436845,1
2021-02-18,2021-08-16,180,1,mainstream_to_wemedia,0.03468663776123033,0.8524683099280497,1
2021-02-18,2021-08-16,180,2,mainstream_to_wemedia,0.035936850851660686,0.964708411215274,1
2021-02-18,2021-08-16,180,3,mainstream_to_wemedia,0.0372807017543764,0.9903426446834535,1
2021-02-18,2021-08-16,180,1,wemedia_to_mainstream,0.03508771929819816,0.8516277342614509,1
2021-02-18,2021-08-16,180,2,wemedia_to_mainstream,0.03657505285406215,0.9640931865828531,1
2021-02-18,2021-08-16,180,3,wemedia_to_mainstream,0.038185085354913634,0.9899973389348502,1
2021-03-20,2021-09-15,180,1,mainstream_to_wemedia,0.03508771929822468,0.8516277342613954,1
2021-03-20,2021-09-15,180,2,mainstream_to_wemedia,0.03657505285408823,0.964093186582828,1
2021-03-20,2021-09-15,180,3,mainstream_to_wemedia,0.03818508535489654,0.9899973389348568,1
2021-03-20,2021-09-15,180,1,wemedia_to_mainstream,0.03468663776119078,0.8524683099281327,1
2021-03-20,2021-09-15,180,2,wemedia_to_mainstream,0.03593685085168986,0.9647084112152459,1
2021-03-20,2021-09-15,180,3,wemedia_to_mainstream,0.03728070175437002,0.9903426446834558,1
2021-04-19,2021-10-15,180,1,mainstream_to_wemedia,0.022990757976535676,0.8796547716429375,1
2021-04-19,2021-10-15,180,2,mainstream_to_wemedia,0.02367268746573989,0.9766084755399154,1
2021-04-19,2021-10-15,180,3,mainstream_to_wemedia,0.024396369246228455,0.9948273249075987,1
2021-04-19,2021-10-15,180,1,wemedia_to_mainstream,0.022990757976535676,0.8796547716429375,1
2021-04-19,2021-10-15,180,2,wemedia_to_mainstream,0.023672687465759325,0.9766084755398964,1
2021-04-19,2021-10-15,180,3,wemedia_to_mainstream,0.024396369246228455,0.9948273249075987,1
2021-05-19,2021-11-14,180,1,mainstream_to_wemedia,0.03468663776123033,0.8524683099280497,1
2021-05-19,2021-11-14,180,2,mainstream_to_wemedia,0.035936850851650964,0.9647084112152834,1
2021-05-19,2021-11-14,180,3,mainstream_to_wemedia,0.037280701754382764,0.990342644683451,1
2021-05-19,2021-11-14,180,1,wemedia_to_mainstream,0.03508771929825119,0.8516277342613401,1
2021-05-19,2021-11-14,180,2,wemedia_to_mainstream,0.036575052854101266,0.9640931865828155,1
2021-05-19,2021-11-14,180,3,wemedia_to_mainstream,0.03818508535488799,0.9899973389348601,1
2021-06-18,2021-12-14,180,1,mainstream_to_wemedia,0.0318647481330282,0.8585301354597861,1
2021-06-18,2021-12-14,180,2,mainstream_to_wemedia,0.03297004011915885,0.9675736254257965,1
2021-06-18,2021-12-14,180,3,mainstream_to_wemedia,0.034160356597013934,0.9915052903507263,1
2021-06-18,2021-12-14,180,1,wemedia_to_mainstream,0.03283965014578837,0.8564056665674511,1
2021-06-18,2021-12-14,180,2,wemedia_to_mainstream,0.03452902367356402,0.9660669566509378,1
2021-06-18,2021-12-14,180,3,wemedia_to_mainstream,0.036381470417761894,0.9906823224440418,1
2021-07-18,2022-01-13,180,1,mainstream_to_wemedia,0.03137445689896541,0.8596112405974778,1
2021-07-18,2022-01-13,180,2,mainstream_to_wemedia,0.03243156156782964,0.9680945863743572,1
2021-07-18,2022-01-13,180,3,mainstream_to_wemedia,0.033563847568134166,0.9917223259680911,1
2021-07-18,2022-01-13,180,1,wemedia_to_mainstream,0.031804413673751086,0.8586627092399826,1
2021-07-18,2022-01-13,180,2,wemedia_to_mainstream,0.03311414359744571,0.9674342579796832,1
2021-07-18,2022-01-13,180,3,wemedia_to_mainstream,0.03452878365831964,0.9913703881614969,1
2021-08-17,2022-02-12,180,1,mainstream_to_wemedia,2.9581140595435342,0.08720536502784082,1
2021-08-17,2022-02-12,180,2,mainstream_to_wemedia,1.585192914805925,0.2078698947579749,1
2021-08-17,2022-02-12,180,3,mainstream_to_wemedia,1.0413358847422698,0.37575965785363485,1
2021-08-17,2022-02-12,180,1,wemedia_to_mainstream,0.1921077079433065,0.6617056460524173,1
2021-08-17,2022-02-12,180,2,wemedia_to_mainstream,0.3478262192697484,0.7067143229039363,1
2021-08-17,2022-02-12,180,3,wemedia_to_mainstream,0.8532356148813954,0.4666659834357888,1
2022-04-01,2022-09-27,180,1,mainstream_to_wemedia,0.11758236936927473,0.732080750879338,2
2022-04-01,2022-09-27,180,2,mainstream_to_wemedia,0.22814842686243272,0.7962452178408569,2
2022-04-01,2022-09-27,180,3,mainstream_to_wemedia,0.2663691715323636,0.8495690708355503,2
2022-04-01,2022-09-27,180,1,wemedia_to_mainstream,0.3889237337033051,0.5336730806874181,2
2022-04-01,2022-09-27,180,2,wemedia_to_mainstream,0.228821770005748,0.795710663568758,2
2022-04-01,2022-09-27,180,3,wemedia_to_mainstream,0.22641666917959352,0.8779247156334976,2
2022-05-01,2022-10-27,180,1,mainstream_to_wemedia,0.641837964921954,0.42412625524364034,2
2022-05-01,2022-10-27,180,2,mainstream_to_wemedia,1.5227702269063235,0.22101563141799774,2
2022-05-01,2022-10-27,180,3,mainstream_to_wemedia,0.8436778004388468,0.47173436770844535,2
2022-05-01,2022-10-27,180,1,wemedia_to_mainstream,0.019673073304919193,0.8886143779624018,2
2022-05-01,2022-10-27,180,2,wemedia_to_mainstream,0.772049007307246,0.46365064031132797,2
2022-05-01,2022-10-27,180,3,wemedia_to_mainstream,0.7002002664828914,0.55315839674338,2
2022-05-31,2022-11-26,180,1,mainstream_to_wemedia,0.03358012534539575,0.8548137321874107,2
2022-05-31,2022-11-26,180,2,mainstream_to_wemedia,3.4500177218604717,0.03394570947173159,2
2022-05-31,2022-11-26,180,3,mainstream_to_wemedia,2.0873580072040783,0.10374006684829673,2
2022-05-31,2022-11-26,180,1,wemedia_to_mainstream,0.9744088936493818,0.3249381727399011,2
2022-05-31,2022-11-26,180,2,wemedia_to_mainstream,0.6315200654405557,0.5330042288774618,2
2022-05-31,2022-11-26,180,3,wemedia_to_mainstream,1.006213644949944,0.39148342946292747,2
2022-06-30,2022-12-26,180,1,mainstream_to_wemedia,1.5019614167052908,0.22200725698494583,2
2022-06-30,2022-12-26,180,2,mainstream_to_wemedia,3.227330752113041,0.04206322455187694,2
2022-06-30,2022-12-26,180,3,mainstream_to_wemedia,7.818773292752386,6.408997418938522e-05,2
2022-06-30,2022-12-26,180,1,wemedia_to_mainstream,0.32874524384092024,0.5671307520873544,2
2022-06-30,2022-12-26,180,2,wemedia_to_mainstream,0.024370904520458585,0.9759270180234432,2
2022-06-30,2022-12-26,180,3,wemedia_to_mainstream,2.6305982933086907,0.051779906059016056,2
2022-07-30,2023-01-25,180,1,mainstream_to_wemedia,1.8890444161238813,0.171057286016294,2
2022-07-30,2023-01-25,180,2,mainstream_to_wemedia,0.3691181757771197,0.6918868508194813,2
2022-07-30,2023-01-25,180,3,mainstream_to_wemedia,4.619176289729597,0.0039184656931603445,2
2022-07-30,2023-01-25,180,1,wemedia_to_mainstream,36.192074363264474,1.0102273906298365e-08,2
2022-07-30,2023-01-25,180,2,wemedia_to_mainstream,12.617221524078998,7.673517295136989e-06,2
2022-07-30,2023-01-25,180,3,wemedia_to_mainstream,7.897100701177318,5.8038632279711067e-05,2
2022-08-29,2023-02-24,180,1,mainstream_to_wemedia,2.1719495288369046,0.14233428162323247,2
2022-08-29,2023-02-24,180,2,mainstream_to_wemedia,0.45253359937950044,0.6367654039466893,2
2022-08-29,2023-02-24,180,3,mainstream_to_wemedia,4.503361497143213,0.00455514472420826,2
2022-08-29,2023-02-24,180,1,wemedia_to_mainstream,27.306796041450557,4.872326837546126e-07,2
2022-08-29,2023-02-24,180,2,wemedia_to_mainstream,10.030172195006102,7.560261150418857e-05,2
2022-08-29,2023-02-24,180,3,wemedia_to_mainstream,5.976548244123835,0.0006755322660826346,2
2022-09-28,2023-03-26,180,1,mainstream_to_wemedia,1.6791387893213936,0.19673574262034954,2
2022-09-28,2023-03-26,180,2,mainstream_to_wemedia,0.32239764435950496,0.724844360441145,2
2022-09-28,2023-03-26,180,3,mainstream_to_wemedia,4.276810303627666,0.00611596897498734,2
2022-09-28,2023-03-26,180,1,wemedia_to_mainstream,25.98112936703432,8.840033317580875e-07,2
2022-09-28,2023-03-26,180,2,wemedia_to_mainstream,9.871552519947313,8.71600163202535e-05,2
2022-09-28,2023-03-26,180,3,wemedia_to_mainstream,5.880147407965794,0.0007649632088221336,2
2022-10-28,2023-04-25,180,1,mainstream_to_wemedia,1.7379316041056965,0.18911419536002427,2
2022-10-28,2023-04-25,180,2,mainstream_to_wemedia,0.3687455669555936,0.6921436067037275,2
2022-10-28,2023-04-25,180,3,mainstream_to_wemedia,4.106007452108127,0.007637865340029637,2
2022-10-28,2023-04-25,180,1,wemedia_to_mainstream,25.013964661384918,1.3694586410428755e-06,2
2022-10-28,2023-04-25,180,2,wemedia_to_mainstream,9.845529050379737,8.922012933010315e-05,2
2022-10-28,2023-04-25,180,3,wemedia_to_mainstream,5.814187255011381,0.0008329298213276548,2
2022-11-27,2023-05-25,180,1,mainstream_to_wemedia,1.2845645436111968,0.2585935825925215,2
2022-11-27,2023-05-25,180,2,mainstream_to_wemedia,0.2048960355265129,0.8149294406992611,2
2022-11-27,2023-05-25,180,3,mainstream_to_wemedia,4.81836123383206,0.003024992742190258,2
2022-11-27,2023-05-25,180,1,wemedia_to_mainstream,25.741473295868683,9.85033653533307e-07,2
2022-11-27,2023-05-25,180,2,wemedia_to_mainstream,10.117968549259947,6.988513002059715e-05,2
2022-11-27,2023-05-25,180,3,wemedia_to_mainstream,6.023576036555895,0.0006358002071575886,2
2022-12-27,2023-06-24,180,1,mainstream_to_wemedia,2.5448219155991385,0.11245049283684816,2
2022-12-27,2023-06-24,180,2,mainstream_to_wemedia,0.847230966438868,0.43037053721510465,2
2022-12-27,2023-06-24,180,3,mainstream_to_wemedia,6.090719248437574,0.0005831124386034281,2
2022-12-27,2023-06-24,180,1,wemedia_to_mainstream,37.444605602041044,5.939249869690855e-09,2
2022-12-27,2023-06-24,180,2,wemedia_to_mainstream,15.061867249976748,9.325878248533925e-07,2
2022-12-27,2023-06-24,180,3,wemedia_to_mainstream,10.797104283367348,1.5694122655895981e-06,2
2023-01-26,2023-07-24,180,1,mainstream_to_wemedia,0.0987932081884473,0.7536549365948375,2
2023-01-26,2023-07-24,180,2,mainstream_to_wemedia,0.2639998196469755,0.7682825030350775,2
2023-01-26,2023-07-24,180,3,mainstream_to_wemedia,1.0440169115190754,0.3745822434391446,2
2023-01-26,2023-07-24,180,1,wemedia_to_mainstream,1.3769483948398091,0.2422071877802764,2
2023-01-26,2023-07-24,180,2,wemedia_to_mainstream,1.7854489464295467,0.17079830895602122,2
2023-01-26,2023-07-24,180,3,wemedia_to_mainstream,1.0673608430348767,0.3644657067261553,2
2023-02-25,2023-08-23,180,1,mainstream_to_wemedia,0.28133212504274896,0.5964980017203774,2
2023-02-25,2023-08-23,180,2,mainstream_to_wemedia,1.4525144770092178,0.2368202325437896,2
2023-02-25,2023-08-23,180,3,mainstream_to_wemedia,1.2680410855649082,0.2870185254171085,2
2023-02-25,2023-08-23,180,1,wemedia_to_mainstream,0.051042751014037144,0.8215207916221381,2
2023-02-25,2023-08-23,180,2,wemedia_to_mainstream,1.5784545887676467,0.20924999664778343,2
2023-02-25,2023-08-23,180,3,wemedia_to_mainstream,1.0026232785304208,0.393122366358452,2
2023-03-27,2023-09-22,180,1,mainstream_to_wemedia,0.35645855250594716,0.5512469522741281,2
2023-03-27,2023-09-22,180,2,mainstream_to_wemedia,0.5044454206508866,0.6047257573607929,2
2023-03-27,2023-09-22,180,3,mainstream_to_wemedia,0.5878263181587009,0.6237792437198924,2
2023-03-27,2023-09-22,180,1,wemedia_to_mainstream,4.441079594930288,0.03650073665455822,2
2023-03-27,2023-09-22,180,2,wemedia_to_mainstream,2.6719130555022796,0.07197207730309252,2
2023-03-27,2023-09-22,180,3,wemedia_to_mainstream,2.121385545133643,0.09935340206530674,2
2023-04-26,2023-10-22,180,1,mainstream_to_wemedia,0.08697714598992053,0.7684034421516753,2
2023-04-26,2023-10-22,180,2,mainstream_to_wemedia,0.03894581287321814,0.9618112551724568,2
2023-04-26,2023-10-22,180,3,mainstream_to_wemedia,0.1904861879829923,0.9027719799156887,2
2023-04-26,2023-10-22,180,1,wemedia_to_mainstream,3.2426037334669844,0.07345868377649012,2
2023-04-26,2023-10-22,180,2,wemedia_to_mainstream,2.422474870151991,0.09170541198700088,2
2023-04-26,2023-10-22,180,3,wemedia_to_mainstream,1.6901387996838426,0.1710010928983412,2
2023-05-26,2023-11-21,180,1,mainstream_to_wemedia,0.006528775236219314,0.9356921503497391,2
2023-05-26,2023-11-21,180,2,mainstream_to_wemedia,0.29080704607009417,0.7480246834388913,2
2023-05-26,2023-11-21,180,3,mainstream_to_wemedia,0.18463728845886535,0.9067347817551321,2
2023-05-26,2023-11-21,180,1,wemedia_to_mainstream,2.5671835880857197,0.11089505137634814,2
2023-05-26,2023-11-21,180,2,wemedia_to_mainstream,1.8552808277740382,0.15950747649658736,2
2023-05-26,2023-11-21,180,3,wemedia_to_mainstream,1.3236138777390625,0.2683842920281022,2
2023-06-25,2023-12-21,180,1,mainstream_to_wemedia,0.7215018857659573,0.3968056235661499,2
2023-06-25,2023-12-21,180,2,mainstream_to_wemedia,0.7014498255219792,0.4972705704995616,2
2023-06-25,2023-12-21,180,3,mainstream_to_wemedia,0.5278449896962811,0.6637451236419918,2
2023-06-25,2023-12-21,180,1,wemedia_to_mainstream,1.054677087245359,0.3058417256117779,2
2023-06-25,2023-12-21,180,2,wemedia_to_mainstream,0.8589825378200723,0.42539142655531115,2
2023-06-25,2023-12-21,180,3,wemedia_to_mainstream,1.2038380068658,0.3100105614030634,2
2023-07-25,2024-01-20,180,1,mainstream_to_wemedia,1.1925572193638831,0.2763069568340435,2
2023-07-25,2024-01-20,180,2,mainstream_to_wemedia,1.0004354108276163,0.3698365033062416,2
2023-07-25,2024-01-20,180,3,mainstream_to_wemedia,0.7082472018973741,0.5483277361590408,2
2023-07-25,2024-01-20,180,1,wemedia_to_mainstream,0.24353123268827048,0.6222824557125228,2
2023-07-25,2024-01-20,180,2,wemedia_to_mainstream,0.17200055059951042,0.842122515417098,2
2023-07-25,2024-01-20,180,3,wemedia_to_mainstream,0.6291262464831228,0.5971527622728701,2
